high,medium,low,listing_id
0.973,0.024,0.003,7038057
0.836,0.12605000000000002,0.03795,6966535
0.93,0.065,0.005,7099549
0.981,0.018,0.001,7078125
0.224,0.125,0.651,6858125
0.22266666666666668,0.7553333333333333,0.022,6892805
0.179,0.144,0.677,7025977
0.875,0.103,0.022,7132286
0.833,0.121,0.046,7015344
0.9356666666666666,0.05133333333333333,0.013,6930955
0.976,0.023,0.001,6928485
0.06716428571428573,0.9143357142857143,0.0185,7032228
0.157,0.765,0.078,6816014
0.224,0.1325,0.6435,7006510
0.148,0.817,0.035,6829346
0.996,0.004,0.0,6939315
0.807,0.13525,0.05775,6841251
0.168,0.815,0.017,7099068
1.0,0.0,0.0,7059756
0.937,0.058,0.005,7098001
0.01,0.6670050144300141,0.32299498556998535,7020994
0.785,0.169,0.046,7224631
0.203,0.755,0.042,7039263
0.098,0.119,0.783,6935354
0.877,0.114,0.009,7227835
0.96,0.031,0.009,7155031
0.148,0.821,0.031,7165629
0.738,0.233,0.029,7079941
0.941,0.046,0.013,6856001
0.993,0.006,0.001,7122773
0.884,0.1025,0.0135,6813042
0.968,0.031,0.001,7142793
0.961,0.033,0.006,6978524
0.946,0.034,0.02,6856062
0.054,0.706,0.24,6826434
0.726,0.221,0.053,7346963
0.977,0.017,0.006,7148178
0.149,0.82,0.031,7155699
0.833,0.143,0.024,6861464
0.992,0.006,0.002,7214368
0.862,0.115,0.023,7211226
0.804,0.104,0.092,7212568
0.792,0.13933333333333334,0.06866666666666667,6919820
0.94,0.051,0.009,7195572
0.781,0.17,0.049,7062038
0.962,0.031,0.007,6979189
0.99,0.009,0.001,7083041
0.259,0.7215,0.0195,6866594
0.817,0.137,0.046,7209520
0.872,0.087,0.041,6988694
0.8663333333333334,0.109,0.024666666666666667,6847200
0.866,0.116,0.018,6851714
0.966,0.022,0.012,7125009
0.179,0.782,0.039,6886842
0.956,0.037,0.007,7042566
0.977,0.02,0.003,7122283
0.028,0.04,0.932,7178896
0.868,0.11,0.022,7115023
0.858,0.127,0.015,7211459
0.137,0.133,0.73,6920884
0.901,0.088,0.011,7007007
0.922,0.064,0.014,7127954
0.963,0.024,0.013,7134217
0.972,0.024,0.004,6909873
0.963,0.034,0.003,7027106
0.943,0.041,0.016,7026141
0.859,0.10566666666666667,0.03533333333333333,6886312
0.858,0.098,0.044,6862396
0.897,0.093,0.01,7096680
0.981,0.018,0.001,7051662
0.979,0.021,0.0,7057719
0.163,0.141,0.696,7050638
0.949,0.048,0.003,6897489
0.982,0.015,0.003,6941980
0.209,0.763,0.028,7206450
0.935,0.047,0.018,7195001
0.1,0.809,0.091,7029897
0.976,0.02,0.004,7055194
0.952,0.039,0.009,7227486
0.192,0.763,0.045,7177622
0.882,0.1,0.018,7228946
0.067,0.832,0.101,6878045
0.775,0.212,0.013,7091928
0.907,0.08,0.013,6963197
0.168,0.771,0.061,6819799
0.986,0.012,0.002,7125143
0.145,0.823,0.032,7010721
0.911,0.075,0.014,7126676
0.8415,0.0815,0.077,6919870
0.251,0.722,0.027,7223939
0.935,0.0585,0.0065,7013486
0.898,0.072,0.03,7193541
0.048,0.255,0.697,7044631
0.049,0.144,0.807,6873893
0.945,0.041,0.014,6896037
0.985,0.014,0.001,7115108
0.985,0.011,0.004,6946048
0.071,0.114,0.815,6875416
0.066,0.737,0.197,7134657
0.171,0.151,0.678,6963998
0.918,0.075,0.007,7019771
0.887,0.089,0.024,7221970
0.979,0.017,0.004,6817899
0.883,0.114,0.003,7043860
0.988,0.011,0.001,7044112
0.09,0.882,0.028,7104971
0.96,0.033,0.007,7080271
0.978,0.02,0.002,6961477
0.938,0.059,0.003,7109670
0.963,0.028,0.009,7146488
0.9225,0.074,0.0035,6895371
0.79,0.191,0.019,7024921
0.266,0.07,0.664,7140766
0.987,0.012,0.001,7071296
0.964,0.032,0.004,6968307
0.883,0.099,0.018,6820341
0.877,0.102,0.021,7092805
0.938,0.054,0.008,6882647
0.916,0.06,0.024,6947126
0.968,0.026,0.006,6903402
0.191,0.121,0.688,6927776
0.971,0.026,0.003,6932974
0.856,0.111,0.033,7045334
0.77,0.209,0.021,7065588
0.966,0.027,0.007,7231233
0.989,0.011,0.0,7035066
0.906,0.08,0.014,6865705
0.763,0.164,0.073,7076702
0.884,0.097,0.019,6925618
0.997,0.002,0.001,6987435
0.992,0.008,0.0,7228701
0.989,0.007,0.004,7097027
0.94,0.057,0.003,7053757
0.128,0.815,0.057,6880251
0.903,0.092,0.005,6983082
0.039,0.641,0.32,7001276
0.93,0.051,0.019,7077742
0.775,0.209,0.016,7024631
0.105,0.779,0.116,6983985
0.97,0.025,0.005,6956790
0.992,0.006,0.002,6936754
0.91875,0.06775,0.0135,7075539
0.27,0.692,0.038,7119542
0.92,0.071,0.009,7075233
0.98,0.018,0.002,6941364
0.971,0.023,0.006,7122828
0.955,0.044,0.001,6922482
0.811,0.15,0.039,6991532
0.936,0.061,0.003,7110082
0.885,0.093,0.022,6866574
0.979,0.019,0.002,7072171
0.115,0.201,0.684,7061598
0.95,0.044,0.006,7038268
0.966,0.032,0.002,6970345
0.925,0.067,0.008,7119580
0.965,0.016,0.019,6881043
0.199,0.772,0.029,7032487
0.294,0.698,0.008,7010407
0.749,0.194,0.057,6861465
0.958,0.034,0.008,7188386
0.999,0.001,0.0,6909175
0.287,0.689,0.024,7092705
0.837,0.122,0.041,6862337
0.117,0.189,0.694,6986894
0.963,0.037,0.0,6978869
0.886,0.097,0.017,6999741
0.96,0.035,0.005,6974183
0.994,0.005,0.001,7012685
0.983,0.016,0.001,7147992
0.942,0.053,0.005,7012241
0.977,0.021,0.002,6975915
0.983,0.016,0.001,6979366
0.9714285714285714,0.026571428571428572,0.002,6952266
0.969,0.029,0.002,7043557
0.066,0.27,0.664,6907623
0.997,0.003,0.0,6869407
0.756,0.152,0.092,7103381
0.996,0.004,0.0,7087872
0.991,0.007,0.002,7156511
0.861,0.108,0.031,6866151
0.952,0.044,0.004,7188666
0.8943333333333334,0.07466666666666666,0.031,6953901
0.828,0.132,0.04,6900470
0.918,0.061,0.021,7025920
0.7886,0.1744,0.037,7045255
0.963,0.037,0.0,7074798
0.974,0.024,0.002,7019189
0.075,0.143,0.782,7137975
0.902,0.079,0.019,6818222
0.989,0.011,0.0,6846719
0.949,0.035,0.016,6956539
0.295,0.68,0.025,6885810
0.9057333333333336,0.09226666666666666,0.002,7109057
0.973,0.023,0.004,7000890
0.83,0.169,0.001,7028115
0.109,0.742,0.149,7023565
0.244,0.722,0.034,7149894
0.713,0.155,0.132,7277425
0.294,0.701,0.005,6879398
0.7687999999999999,0.16169999999999998,0.0695,6868857
0.8,0.14,0.06,6862432
0.911,0.073,0.016,7106150
0.9616666666666667,0.030333333333333334,0.008,7123156
0.872,0.115,0.013,6854942
0.25275,0.715,0.03225,6843281
0.211,0.757,0.032,7083808
0.983,0.014,0.003,6884935
0.2,0.779,0.021,7228884
0.794,0.176,0.03,6868095
0.884,0.111,0.005,6935567
0.96,0.035,0.005,7125147
0.876,0.098,0.026,7030800
0.937,0.049,0.014,7067543
0.048,0.04,0.912,7204477
0.997,0.003,0.0,6843825
0.945,0.053,0.002,6868155
0.11,0.168,0.722,6946653
0.896,0.0825,0.0215,7093652
0.199,0.137,0.664,7149945
0.881,0.1,0.019,7050208
0.93435,0.047025,0.018625,7111163
0.985,0.013,0.002,7139832
0.967,0.027,0.006,6887444
0.818,0.122,0.06,7189053
0.128,0.8005,0.0715,7226044
0.938,0.053,0.009,7047983
0.953,0.041,0.006,7191080
0.175,0.804,0.021,7051541
0.883,0.088,0.029,6864419
0.955,0.043,0.002,6876221
0.943,0.046,0.011,6974621
0.88975,0.084,0.02625,7054975
0.897,0.08,0.023,6874683
0.937,0.03266666666666667,0.030333333333333337,7133852
0.838,0.098,0.064,6901708
0.9746666666666667,0.020333333333333335,0.005,7128756
0.8443333333333334,0.12266666666666667,0.033,6875207
0.929,0.063,0.008,6900598
0.958,0.038,0.004,6879306
0.946,0.045,0.009,7217011
0.998,0.002,0.0,7012406
0.119,0.866,0.015,6919587
0.998,0.002,0.0,7179284
0.931,0.064,0.005,7080105
0.864,0.114,0.022,7025322
0.237,0.757,0.006,7062000
0.786,0.169,0.045,7020278
0.951,0.043,0.006,7164888
0.954,0.041,0.005,7080298
0.8023333333333333,0.139,0.058666666666666666,7195270
0.14,0.144,0.716,6953431
0.212,0.138,0.65,7080190
0.053,0.127,0.82,7006452
0.924,0.065,0.011,7030955
0.941,0.05,0.009,6934651
0.973,0.025,0.002,7009966
0.261,0.082,0.657,7201713
0.977,0.02,0.003,7067535
0.929,0.05,0.021,6990656
0.962,0.036,0.002,7129218
0.852,0.1055,0.0425,7104692
0.9176666666666666,0.06933333333333333,0.013,6883619
0.798,0.15,0.052,7120303
0.982,0.016,0.002,6892150
0.875,0.089,0.036,6975375
0.144,0.793,0.063,6965129
0.7905,0.1725,0.037,7220906
0.258,0.726,0.016,6854983
0.708,0.227,0.065,7137531
0.996,0.003,0.001,6889968
0.848,0.1055,0.0465,6873182
0.89,0.088,0.022,7174224
0.755,0.08,0.165,7427875
0.937,0.059,0.004,7143132
0.15880000000000002,0.7983333333333333,0.04286666666666666,7200958
0.992,0.006,0.002,6961284
0.996,0.003,0.001,7027080
0.9475,0.0465,0.006,6816913
0.694,0.224,0.082,6931316
0.167,0.798,0.035,6930224
0.139,0.164,0.697,7209421
0.9345,0.0455,0.02,6842224
0.272,0.721,0.007,7069554
0.1045,0.8535,0.042,6845102
0.7993333333333333,0.19566666666666666,0.005,7079062
0.934,0.063,0.003,7147200
0.15,0.793,0.057,7125932
0.148,0.108,0.744,6840415
0.968,0.026,0.006,6831196
0.079,0.833,0.088,6913678
0.998,0.001,0.001,6990538
0.231,0.749,0.02,7098094
0.74,0.251,0.009,6938415
0.95,0.038,0.012,6930562
0.931,0.06,0.009,6946439
0.988,0.011,0.001,6922476
0.306,0.687,0.007,7066244
0.94,0.055,0.005,7074924
0.993,0.006,0.001,7115195
0.939,0.052,0.009,7042067
0.193,0.773,0.034,7131615
0.8736666666666666,0.101,0.025333333333333333,6842623
0.979,0.019,0.002,6818724
0.254,0.737,0.009,6844206
0.947,0.053,0.0,7026624
0.872,0.0955,0.0325,7027940
0.906,0.082,0.012,7005142
0.15966666666666668,0.7633333333333333,0.077,6832866
0.775,0.169,0.056,6830523
0.96,0.028,0.012,6981983
0.23,0.115,0.655,6886124
0.985,0.011,0.004,6998892
0.105,0.883,0.012,7140121
0.915,0.067,0.018,6868685
0.94,0.055,0.005,6898575
0.271,0.718,0.011,7048624
0.981,0.017,0.002,6894300
0.965,0.031,0.004,7090045
0.897,0.077,0.026,6833876
0.937,0.054,0.009,7089332
0.999,0.001,0.0,6841697
0.963,0.035,0.002,7192439
0.929,0.067,0.004,7069192
0.971,0.025,0.004,6964950
0.239,0.742,0.019,7167323
0.761,0.206,0.033,7058944
0.9315,0.064,0.0045,6876962
0.956,0.042,0.002,7068847
0.036,0.749,0.215,6872914
0.13466666666666668,0.8073333333333332,0.058,7076515
0.162,0.181,0.657,6941514
0.986,0.013,0.001,6897798
0.058,0.899,0.043,6979506
0.134,0.766,0.1,7082955
0.7889999999999999,0.20800000000000002,0.003,7079417
0.961,0.037,0.002,6987862
0.987,0.012,0.001,6983200
0.88,0.104,0.016,6892134
0.973,0.021,0.006,6975362
0.252,0.726,0.022,6847429
0.942,0.049,0.009,7208472
0.963,0.028,0.009,7190581
0.144,0.7596666666666667,0.09633333333333334,7011114
0.845,0.142,0.013,6883437
0.917,0.06,0.023,7195466
0.304,0.072,0.624,6957709
0.903,0.064,0.033,7045159
0.29,0.686,0.024,6839152
0.975,0.016,0.009,7197763
0.922,0.064,0.014,7023481
0.871,0.091,0.038,7193289
0.898,0.096,0.006,6997295
0.995,0.003,0.002,7048767
0.994,0.006,0.0,6910104
0.96,0.038,0.002,6915888
0.966,0.028,0.006,6869357
0.894,0.084,0.022,7083606
0.995,0.003,0.002,7129255
0.031,0.874,0.095,7042749
0.168,0.215,0.617,7103089
0.173,0.794,0.033,6901802
0.925,0.063,0.012,6860660
0.975,0.024,0.001,7028423
0.888,0.079,0.033,6968442
0.906,0.085,0.009,7183220
0.972,0.027,0.001,7034960
0.9345,0.0545,0.011,7165635
0.917,0.066,0.017,6851968
0.932,0.056,0.012,7027683
0.05,0.912,0.038,7091967
0.2833333333333334,0.7096666666666668,0.007,6848282
0.318,0.674,0.008,7104611
0.99,0.01,0.0,7004847
0.192,0.11673333333333333,0.6912666666666667,6888276
0.974,0.023,0.003,7059813
0.98,0.02,0.0,6959310
0.945,0.048,0.007,6942037
0.5137023809523811,0.4772976190476191,0.009,7080474
0.964,0.03,0.006,7001979
0.892,0.084,0.024,6930371
0.114,0.739,0.147,7165712
0.77,0.174,0.056,7172699
0.917,0.07,0.013,7204382
0.914,0.06875,0.01725,7211906
0.97,0.022,0.008,7188051
0.089,0.78075,0.13025,7009776
0.188,0.148,0.664,6969668
0.857,0.109,0.034,6986453
0.086,0.826,0.088,7042673
0.152,0.777,0.071,6883273
0.9906666666666666,0.009333333333333332,0.0,6921175
0.822,0.123,0.055,6923151
0.862,0.11033333333333332,0.027666666666666666,6907696
0.9695,0.0255,0.005,6943582
0.994,0.005,0.001,6961978
0.318,0.678,0.004,7006152
0.971,0.027,0.002,7201397
0.198,0.779,0.023,6821819
1.0,0.0,0.0,7149805
0.072,0.09466666666666666,0.8333333333333334,7121296
0.344,0.652,0.004,6853831
0.997,0.003,0.0,7147926
0.053,0.067,0.88,7042825
0.909,0.083,0.008,7066495
0.9435,0.0425,0.014,6833420
0.995,0.005,0.0,7101154
0.265,0.72,0.015,6912575
0.167,0.795,0.038,6947861
0.909,0.075,0.016,7149661
0.168,0.807,0.025,6873334
0.999,0.001,0.0,6999054
0.1152,0.19,0.6948,6878829
0.87,0.123,0.007,7075149
0.991,0.007,0.002,6942211
0.963,0.034,0.003,7069286
0.951,0.037,0.012,6883515
0.867,0.101,0.032,6898814
0.999,0.001,0.0,6909502
0.169,0.723,0.108,6958556
0.951,0.043,0.006,6912289
0.924,0.068,0.008,7197923
0.994,0.004,0.002,7073082
0.148,0.77,0.082,6852795
0.985,0.014,0.001,7154659
0.952,0.044,0.004,7000176
0.843,0.062,0.095,6981311
0.921,0.065,0.014,7101326
0.992,0.008,0.0,7134079
0.241,0.123,0.636,6832668
0.143,0.806,0.051,7002548
0.254,0.733,0.013,6957607
0.945,0.05,0.005,6877417
0.969,0.026,0.005,6953583
0.903,0.09466666666666668,0.0023333333333333335,7223683
0.152,0.186,0.662,7108208
0.909,0.081,0.01,7101719
0.972,0.024,0.004,7088502
0.996,0.002,0.002,6914779
0.9076666666666666,0.08,0.012333333333333333,6832095
0.891,0.078,0.031,7030025
0.236,0.723,0.041,6879542
0.1579,0.8121,0.03,7232761
0.281,0.711,0.008,7204088
0.068,0.194,0.738,7145345
0.319,0.674,0.007,6819635
0.98,0.017,0.003,7041334
0.871,0.097,0.032,7114371
0.86,0.117,0.023,7001871
0.141,0.845,0.014,7168205
0.858,0.12,0.022,7224826
0.789,0.139,0.072,7053935
0.13,0.744,0.126,6941805
0.843,0.13,0.027,7098456
0.931,0.062,0.007,7165737
0.988,0.008,0.004,7203021
0.897,0.071,0.032,7098401
0.975,0.023,0.002,6933955
0.998,0.002,0.0,7015516
0.225,0.758,0.017,7015572
0.126,0.792,0.082,6913031
0.971,0.019,0.01,7213951
0.957,0.038,0.005,6928433
0.906,0.068,0.026,6920278
0.917,0.073,0.01,6913957
0.16,0.827,0.013,6931632
0.986,0.013,0.001,7071986
0.969,0.029,0.002,7170424
0.99,0.01,0.0,6965767
0.99,0.008,0.002,7176872
0.784,0.191,0.025,6959239
0.25466666666666665,0.11233333333333333,0.633,7015348
0.956,0.025,0.019,7034940
0.912,0.074,0.014,6844555
0.971,0.022,0.007,6944768
0.972,0.026,0.002,6891586
0.306,0.682,0.012,7186888
0.908,0.079,0.013,6929037
0.892,0.096,0.012,7192827
0.872,0.095,0.033,7170522
0.954,0.04,0.006,7035715
0.999,0.001,0.0,6822600
0.875,0.114,0.011,6852902
0.025,0.759,0.216,6865462
0.118,0.784,0.098,6898296
0.929,0.057,0.014,7038538
0.985,0.015,0.0,7026930
0.967,0.027,0.006,7223766
0.944,0.051,0.005,6831245
0.852,0.119,0.029,6847084
0.997,0.003,0.0,6869815
0.84,0.127,0.033,6975129
0.913,0.082,0.005,7220586
0.924,0.07,0.006,6864076
0.984,0.014,0.002,7200974
0.148,0.829,0.023,6990068
0.792,0.201,0.007,6967580
0.933,0.065,0.002,7052864
0.864,0.105,0.031,7215027
0.159,0.8,0.041,7155778
0.987,0.011,0.002,7152421
0.957,0.042,0.001,7229245
0.99,0.008,0.002,7145114
0.8876666666666666,0.08933333333333335,0.023,6832191
0.165,0.784,0.051,7185054
0.115,0.846,0.039,7211243
0.951,0.032,0.017,6992491
0.7030833333333333,0.229,0.06791666666666667,6945335
0.943,0.049,0.008,6875691
0.928,0.054,0.018,7152362
0.814,0.16,0.026,7103511
0.249,0.724,0.027,7039329
0.773,0.201,0.026,6835859
0.896,0.085,0.019,7120809
0.904,0.083,0.013,6905903
0.943,0.036,0.021,7166025
0.979,0.019,0.002,6958135
0.919,0.076,0.005,7231483
0.97,0.021,0.009,7124750
0.897,0.09,0.013,7072845
0.906,0.071,0.023,6895571
0.954,0.036,0.01,6908178
0.952,0.042,0.006,7218027
0.073,0.88675,0.04025,7093077
0.146,0.773,0.081,6965061
0.264,0.71,0.026,6860008
0.991,0.006,0.003,6926324
0.984,0.016,0.0,6978253
0.895,0.08,0.025,6820900
0.305,0.67,0.025,6830456
0.968,0.028,0.004,7199845
0.996,0.004,0.0,7027147
0.99,0.008,0.002,7012556
0.815,0.152,0.033,6893012
0.906,0.082,0.012,7129596
0.945,0.05,0.005,7037798
0.107,0.181,0.712,6873363
0.905,0.079,0.016,7127139
0.8725,0.101,0.0265,7193499
0.984,0.015,0.001,6818550
0.292,0.696,0.012,7167598
0.242,0.727,0.031,7227291
0.215,0.122,0.663,6906671
0.948,0.043,0.009,6992383
0.9476,0.0394,0.013,7158301
0.923,0.068,0.009,7054661
0.951,0.03,0.019,7334967
0.929,0.051,0.02,7144706
0.861,0.1,0.039,7101372
0.976,0.023,0.001,6850857
0.227,0.737,0.036,6923614
0.7965,0.143,0.0605,6908146
0.271,0.087,0.642,6827153
0.999,0.001,0.0,6886249
0.126,0.793,0.081,7159029
0.997,0.002,0.001,7114463
0.967,0.026,0.007,7139928
0.903,0.078,0.019,7097907
0.201,0.763,0.036,7224031
0.891,0.094,0.015,6889525
0.193,0.7586666666666666,0.04833333333333333,7172847
0.742,0.167,0.091,7137308
0.039,0.069,0.892,7093280
0.305,0.682,0.013,7047507
0.997,0.002,0.001,7220010
0.183,0.727,0.09,6923085
0.249,0.724,0.027,6973139
0.272,0.718,0.01,7166994
0.162,0.163,0.675,7098899
0.065,0.4681619047619047,0.4668380952380952,7098435
0.907,0.077,0.016,7109048
0.312,0.682,0.006,6953212
0.973,0.026,0.001,7139282
0.95,0.045,0.005,6921582
0.976,0.023,0.001,6967401
0.156,0.782,0.062,7008714
0.963,0.034,0.003,6886409
0.947,0.039,0.014,7209989
0.113,0.142,0.745,6954375
0.895,0.092,0.013,6956937
0.856,0.11033333333333332,0.03366666666666667,7212941
0.094,0.188,0.718,6867950
0.227,0.754,0.019,7129138
0.993,0.005,0.002,7034417
0.858,0.122,0.02,7216627
0.2,0.137,0.663,7013492
0.27,0.712,0.018,7073940
0.878,0.092,0.03,7023649
0.914,0.061,0.025,7011003
0.937,0.059,0.004,7103417
0.952,0.046,0.002,7077775
0.898,0.091,0.011,7119988
0.955,0.042,0.003,7113931
0.913,0.082,0.005,6990270
0.834,0.124,0.042,7020117
0.927,0.07,0.003,7010280
0.022,0.07587857142857142,0.9021214285714286,7043677
0.993,0.006,0.001,7153506
0.993,0.007,0.0,6944685
0.995,0.005,0.0,7223709
0.996,0.004,0.0,7150077
0.787,0.123,0.09,6873091
0.15991666666666668,0.7820833333333332,0.05800000000000001,6875076
0.978,0.018,0.004,6869340
0.851,0.10266666666666667,0.04633333333333333,6817257
0.871,0.107,0.022,7019985
0.888,0.099,0.013,6999728
0.287,0.698,0.015,6996368
0.89,0.09,0.02,7043603
0.201,0.779,0.02,7154201
0.769,0.193,0.038,7229001
0.204,0.1366666666666667,0.6593333333333332,7103215
0.198,0.7220833333333333,0.07991666666666665,7232387
0.922,0.059,0.019,7121751
0.324,0.664,0.012,6901051
0.849,0.112,0.039,7067184
0.287,0.704,0.009,7191205
0.818,0.164,0.018,7126609
0.187,0.76,0.053,7217618
0.989,0.01,0.001,7100985
0.841,0.11225,0.04675,6934126
0.981,0.014,0.005,7123054
0.983,0.016,0.001,7013980
0.255,0.093,0.652,7169101
0.996,0.001,0.003,7035452
0.155,0.782,0.063,7131448
0.995,0.004,0.001,7106233
0.9176666666666666,0.07533333333333334,0.007,7063796
0.897,0.073,0.03,6937432
0.935,0.057,0.008,6979821
0.108,0.093,0.799,7103865
0.21,0.789,0.001,7051926
0.1615,0.746,0.0925,6995138
0.208,0.754,0.038,6813645
0.739,0.154,0.107,6980973
0.958,0.037,0.005,6947915
0.939,0.056,0.005,6967147
0.939,0.047,0.014,6937090
0.927,0.06,0.013,6936542
0.887,0.089,0.024,6853510
0.915,0.079,0.006,6996015
0.9233333333333332,0.062,0.014666666666666668,7194909
0.975,0.02,0.005,6872595
1.0,0.0,0.0,7198470
0.9933333333333333,0.006666666666666666,0.0,7057318
0.9595,0.0325,0.008,7080554
0.24,0.744,0.016,6971207
0.258,0.719,0.023,6911691
0.873,0.096,0.031,7184971
0.877,0.109,0.014,7033565
0.922,0.0645,0.0135,7154664
0.959,0.039,0.002,7205238
0.902,0.081,0.017,6918323
0.0825,0.0925,0.825,7202171
0.862,0.088,0.05,7731327
0.9453333333333332,0.04766666666666667,0.007,6964789
0.998,0.001,0.001,6923962
0.181,0.134,0.685,6997949
0.839,0.146,0.015,7300840
0.965,0.027,0.008,7055610
0.835,0.154,0.011,7091706
0.994,0.006,0.0,7228406
0.872,0.1105,0.0175,6944850
0.884,0.104,0.012,6999904
0.767,0.175,0.058,6815123
0.979,0.017,0.004,6909510
0.952,0.035,0.013,7158059
0.996,0.004,0.0,6982675
0.972,0.021,0.007,7200428
0.102,0.132,0.766,6941996
0.952,0.042,0.006,7074017
0.14,0.833,0.027,7024846
0.97,0.025,0.005,6831117
0.975,0.023,0.002,7193714
0.935,0.049,0.016,7074843
0.9205,0.0645,0.015,7088099
0.952,0.046,0.002,6862948
0.976,0.021,0.003,6958023
0.895,0.08616666666666667,0.018833333333333334,7177233
0.862,0.126,0.012,7154894
0.184,0.765,0.051,6975670
0.038,0.915,0.047,6879727
0.973,0.025,0.002,6843062
0.803,0.15,0.047,7205673
0.944,0.053,0.003,7002112
0.085,0.2425,0.6725,6911693
0.129,0.836,0.035,7051638
0.207,0.788,0.005,7170902
0.191,0.773,0.036,7135482
0.934,0.059,0.007,7205606
0.889,0.098,0.013,6982608
0.107,0.135,0.758,7047719
0.895,0.093,0.012,7041931
0.944,0.044,0.012,7192604
0.2333333333333333,0.713,0.05366666666666666,7135805
0.977,0.023,0.0,6940065
0.902,0.088,0.01,6953095
0.867,0.109,0.024,6932097
0.987,0.006,0.007,7106347
0.996,0.002,0.002,7134557
0.875,0.073,0.052,7155731
0.837,0.14,0.023,7041275
0.96,0.028,0.012,6987489
0.954,0.037,0.009,7150778
0.196,0.788,0.016,6871088
0.9775,0.0205,0.002,7189596
0.078,0.742,0.18,6891244
0.835,0.13,0.035,6846906
0.091,0.078,0.831,7182653
0.91,0.072,0.018,7164149
0.9275,0.0635,0.009,7157301
0.072,0.14,0.788,6920843
0.952,0.029,0.019,6961602
0.891,0.076,0.033,6834195
0.778,0.177,0.045,7049633
0.983,0.015,0.002,7163969
0.815,0.185,0.0,6866051
0.824,0.12666666666666668,0.04933333333333333,7026000
0.752,0.1576,0.09040000000000001,7065727
0.297,0.693,0.01,6963080
0.127,0.776,0.097,6816952
0.185,0.782,0.033,6819559
0.18516666666666667,0.7613619047619047,0.05347142857142857,7040807
0.989,0.009,0.002,6960624
0.829,0.146,0.025,7174063
0.113,0.814,0.073,7102702
0.979,0.02,0.001,7001998
0.1348333333333333,0.8131666666666666,0.052,6995947
0.945,0.049,0.006,6812734
0.932,0.052,0.016,7058879
0.179,0.804,0.017,7157363
0.976,0.023,0.001,7057706
0.113,0.804,0.083,6879501
0.976,0.022,0.002,6820439
0.088,0.189,0.723,7093841
0.958,0.033,0.009,7023253
0.973,0.024,0.003,6880543
0.219,0.769,0.012,6893084
0.87,0.117,0.013,6866855
0.941,0.051,0.008,7175233
0.2195,0.75525,0.02525,6961918
0.065,0.867,0.068,7178390
0.296,0.693,0.011,6821998
0.909,0.073,0.018,7288605
0.903,0.073,0.024,6958316
0.129,0.868,0.003,7224226
0.176,0.064,0.76,6853767
0.953,0.041,0.006,7135519
0.818,0.135,0.047,7190314
0.157,0.143,0.7,7098738
0.878,0.107,0.015,6975131
0.134,0.832,0.034,6886967
0.183,0.769,0.048,7180758
0.158,0.799,0.043,6992184
0.834,0.102,0.064,6998207
0.987,0.012,0.001,6885162
0.764,0.097,0.139,6963809
0.921,0.069,0.01,6988973
0.985,0.012,0.003,6812004
0.943,0.025,0.032,7019414
0.121,0.828,0.051,7202290
0.9563333333333333,0.038,0.005666666666666666,7134934
0.135,0.7546666666666667,0.11033333333333334,6841016
0.307,0.68,0.013,6908256
0.909,0.076,0.015,6840857
0.849,0.134,0.017,6847390
0.7746190476190475,0.1792142857142857,0.04616666666666666,7233354
0.98525,0.01375,0.001,7046664
0.991,0.009,0.0,7188213
0.919,0.065,0.016,6929788
0.978,0.021,0.001,7225706
0.873,0.107,0.02,7038979
0.21371428571428572,0.7582857142857142,0.028,6974712
0.957,0.037,0.006,7037819
0.954,0.036,0.01,7066079
0.727,0.192,0.081,6922926
0.306,0.676,0.018,6852021
0.972,0.024,0.004,6977696
0.056333333333333326,0.889,0.05466666666666666,7210624
0.32,0.676,0.004,6844968
0.136,0.189,0.675,6965006
0.82,0.121,0.059,6862371
0.965,0.035,0.0,6944579
0.85825,0.106,0.035750000000000004,6858604
0.986,0.011,0.003,7231132
0.213,0.771,0.016,7075762
0.949,0.045,0.006,7141833
0.882,0.082,0.036,7185969
0.82975,0.15625,0.014,7193667
0.928,0.069,0.003,6955784
0.941,0.057,0.002,7233256
0.76,0.233,0.007,6867312
0.053,0.761,0.186,6970063
0.9816666666666666,0.016333333333333335,0.002,7019336
0.172,0.785,0.043,6934209
0.932,0.057,0.011,6937911
0.2,0.164,0.636,6959423
0.177,0.714,0.109,6834499
0.899,0.081,0.02,6842711
0.27233333333333337,0.7091666666666666,0.0185,7033215
0.289,0.705,0.006,7057304
0.862,0.106,0.032,7111147
0.947,0.039,0.014,6827878
0.877,0.09966666666666667,0.02333333333333333,6943269
0.135,0.187,0.678,7054202
0.7635,0.157,0.0795,6972857
0.842,0.125,0.033,7201953
0.791,0.172,0.037,6946874
0.17,0.805,0.025,6919000
0.964,0.033,0.003,6921865
0.998,0.002,0.0,7003964
0.26125,0.7120833333333333,0.026666666666666665,6912860
0.985,0.014,0.001,7231053
0.999,0.0,0.001,7152555
0.787,0.162,0.051,7160828
0.992,0.006,0.002,6900274
0.124,0.738,0.138,6842841
0.981,0.016,0.003,7001132
0.95,0.046,0.004,6918118
0.256,0.726,0.018,7008083
0.996,0.002,0.002,7013570
0.912,0.063,0.025,7142732
0.973,0.02,0.007,6922625
0.766,0.1585,0.0755,7167683
0.108,0.819,0.073,7113085
0.912,0.076,0.012,7227870
0.92,0.072,0.008,7038756
0.987,0.01,0.003,6823625
